run_tag,repeat_index,model,feature_set,ts_utc,rows,source_p95_ms,proc_p95_ms,e2e_p95_ms,avg_prediction_score,attack_ratio,precision,recall,f1,fpr,fnr,late_event_ratio,kafka_lag_records,driver_rss_mb,executor_mem_util_avg,status
smoke_local_r01_01_logistic_regression_full_1775638017897,1,logistic_regression,full,2026-04-08T08:51:55+00:00,10000,3.0,129890.0,129890.0,0.08190210884434419,0.0145,0.0,0.0,0.0,0.0145,0.0,0.9518,2770,141.3828125,,ok
