run_tag,repeat_index,model,feature_set,ts_utc,rows,source_p95_ms,proc_p95_ms,e2e_p95_ms,avg_prediction_score,attack_ratio,precision,recall,f1,fpr,fnr,late_event_ratio,kafka_lag_records,driver_rss_mb,executor_mem_util_avg,status
smoke50k_r01_01_logistic_regression_full_1775360801983,1,logistic_regression,full,2026-04-05T03:50:08+00:00,20000,1.0,32257.0,32258.0,0.08011306957995201,0.0525,0.0,0.0,0.0,0.0525,0.0,0.5214,0,141.4140625,,ok
