run_tag,repeat_index,model,feature_set,ts_utc,rows,source_p95_ms,proc_p95_ms,e2e_p95_ms,avg_prediction_score,attack_ratio,precision,recall,f1,fpr,fnr,late_event_ratio,kafka_lag_records,driver_rss_mb,executor_mem_util_avg,status
layerB_scaleup_r01_01_random_forest_full_1775367740475,1,random_forest,full,2026-04-05T06:19:39+00:00,,,,,,,,,,,,,,,,metrics_missing
