run_tag,repeat_index,model,feature_set,ts_utc,rows,source_p95_ms,proc_p95_ms,e2e_p95_ms,avg_prediction_score,attack_ratio,precision,recall,f1,fpr,fnr,late_event_ratio,kafka_lag_records,driver_rss_mb,executor_mem_util_avg,status,evaluation_source,boundary_mode,official_source_of_truth,legacy_metrics_status,metrics_comparison_status,comparison_notes
layerB_local_medium_r01_01_logistic_regression_full_1776000299713,1,logistic_regression,full,2026-04-12T13:33:41+00:00,45760,3.0,16123.0,16124.0,0.24380334294506384,0.0014204545454545455,0.0,0.0,0.0,0.007946210268948655,1.0,0.8314466783216783,9302.0,141.31640625,,ok,sut_debug_metrics,sut_metrics_only,matrix_summaries_derived_from_ids_metrics,ok,not_applicable,official summary currently derived from SUT-emitted debug metrics
layerB_local_medium_r01_02_gradient_boosting_full_1776000821180,1,gradient_boosting,full,2026-04-12T13:42:19+00:00,46536,3.0,15763.0,15765.0,0.0016159911257652999,0.0015257005329207495,0.0,0.0,0.0,0.008661705502012932,1.0,0.8411982121368403,9930.0,141.96763392857142,,ok,sut_debug_metrics,sut_metrics_only,matrix_summaries_derived_from_ids_metrics,ok,not_applicable,official summary currently derived from SUT-emitted debug metrics
