run_tag,repeat_index,model,feature_set,ts_utc,rows,source_p95_ms,proc_p95_ms,e2e_p95_ms,avg_prediction_score,attack_ratio,precision,recall,f1,fpr,fnr,late_event_ratio,kafka_lag_records,driver_rss_mb,executor_mem_util_avg,status,evaluation_source,boundary_mode,official_source_of_truth,legacy_metrics_status,metrics_comparison_status,comparison_notes
smoke_local_r01_01_logistic_regression_full_1775981881037,1,logistic_regression,full,2026-04-12T08:22:46+00:00,25000,1.0,115977.0,115978.0,0.2688529648789067,0.00068,0.0,0.0,0.0,0.007988721804511278,1.0,0.66768,10000.0,141.98828125,,ok,sut_debug_metrics,sut_metrics_only,matrix_summaries_derived_from_ids_metrics,ok,not_applicable,official summary currently derived from SUT-emitted debug metrics
