run_tag,repeat_index,model,feature_set,profile,max_offsets_per_trigger,shuffle_partitions,trigger_interval,ts_utc,batches,rows_total,rows_per_sec_avg,batch_wall_ms_avg,source_p95_ms_max,proc_p95_ms_max,e2e_p95_ms_max,avg_prediction_score,attack_ratio,precision_avg,recall_avg,f1_avg,fpr_avg,fnr_avg,late_event_ratio_avg,kafka_lag_records_max,driver_rss_mb_avg,executor_mem_util_avg,status,evaluation_source,boundary_mode,official_source_of_truth,legacy_metrics_status,metrics_comparison_status,comparison_notes
layerA_local_medium_r01_01_A_high_1775997956846,1,logistic_regression,full,A_high,3200,8,10 seconds,2026-04-12T12:58:13+00:00,22,66495,1982.7932005752546,1943.2957700456345,3.0,142407.0,142408.0,0.23385025499008066,0.00129333032558839,0.0,0.0,0.0,0.006035511263948347,1.0,0.7649146552372359,43824.0,142.16654829545453,,ok,sut_debug_metrics,sut_metrics_only,matrix_summaries_derived_from_ids_metrics,ok,not_applicable,official summary currently derived from SUT-emitted debug metrics
